Well,Reservoir,Date,"Qo, BOPD","Qw, BWPD","Qg, MSCF/D"
BCS0018,M18,36647,1199.8734,1000.5855,272.5851
BCS0018,M18,36678,1180.0001,1016.10126,276.69815
BCS0018,M18,36708,1152.9547,1033.9192,281.595
BCS0018,M18,36739,1130.6626,1050.2754,285.98517
BCS0018,M18,36770,1134.9769,1057.3889,287.32684
BCS0018,M18,36800,1129.6987,1067.6453,289.72952
BCS0018,M18,36831,1112.2445,1082.3208,293.5654
BCS0018,M18,36861,1119.061,1088.3754,294.5823
BCS0018,M18,36892,1102.643,1104.0586,298.6288
BCS0018,M18,36923,1079.7982,1130.2983,295.3696
BCS0018,M18,36951,1065.1226,1150.7704,292.939
BCS0018,M18,36982,1037.0112,1181.0225,288.54642
BCS0018,M18,37012,1029.3109,1197.1243,286.7728
BCS0018,M18,37043,964.37524,1252.2662,277.4429
BCS0018,M18,37073,960.13354,1265.6608,275.60892
BCS0018,M18,37104,904.53485,1314.5876,267.66696
BCS0018,M18,37135,871.07336,1348.195,262.18762
BCS0018,M18,37165,752.3674,1332.3738,189.88814
BCS0018,M18,37196,985.0603,1931.6123,84.13182
BCS0018,M18,37226,985.4326,1935.4727,83.98544
BCS0018,M18,37257,798.38367,1433.2902,246.46564
BCS0018,M18,37288,779.0894,1456.1393,242.53838
BCS0018,M18,37316,640.2667,1583.2906,249.45602
BCS0018,M18,37347,760.17017,1505.3871,239.52634
BCS0018,M18,37377,745.7378,1528.9714,236.51186
BCS0018,M18,37408,734.88074,1535.9863,232.06372
BCS0018,M18,37438,717.04584,1539.2511,225.63684
BCS0018,M18,37469,708.0201,1547.4773,221.9551
BCS0018,M18,37500,705.07446,1553.6956,222.90532
BCS0018,M18,37530,689.59503,1563.4907,237.39194
BCS0018,M18,37561,684.9968,1568.0691,255.49423
BCS0018,M18,37591,651.56433,1603.5227,280.25095
BCS0018,M18,37622,599.93884,1678.3004,338.94882
BCS0018,M18,37653,733.221,1554.6407,327.3074
BCS0018,M18,37681,671.5864,1563.1558,343.45236
BCS0018,M18,37712,720.1391,1550.6697,356.44284
BCS0018,M18,37742,704.04663,1550.5631,384.84552
BCS0018,M18,37773,684.01044,1555.8287,415.48648
BCS0018,M18,37803,679.562,1576.703,447.67938
BCS0018,M18,37834,707.2433,1540.4873,458.90012
BCS0018,M18,37865,706.8679,1549.9487,490.48016
BCS0018,M18,37895,721.2883,1571.6212,525.0763
BCS0018,M18,37926,735.8756,1564.3611,550.2429
BCS0018,M18,37956,734.55963,1452.6151,273.46768
BCS0018,M18,37987,671.04535,1279.6006,531.76404
BCS0018,M18,38018,555.9596,903.506,450.35995
BCS0018,M18,38047,563.41864,898.8137,467.50253
BCS0018,M18,38078,562.8806,935.71545,494.7658
BCS0018,M18,38108,569.58435,853.3645,505.39838
BCS0018,M18,38139,571.7943,826.9058,524.77954
BCS0018,M18,38169,572.8787,817.24005,545.10944
BCS0018,M18,38200,553.1214,760.5784,524.3789
BCS0018,M18,38231,520.5572,698.3885,494.04984
BCS0018,M18,38261,524.8284,682.70856,511.22186
BCS0018,M18,38292,525.876,662.53345,524.4493
BCS0018,M18,38322,522.4389,640.7554,529.306
BCS0018,M18,38353,521.4189,650.3441,561.4546
BCS0018,M18,38384,514.89886,633.7003,573.55035
BCS0018,M18,38412,505.88385,595.43176,558.8514
BCS0018,M18,38443,506.91714,601.5219,561.0542
BCS0018,M18,38473,505.49573,591.8829,547.513
BCS0018,M18,38504,506.5291,597.973,549.71606
BCS0018,M18,38534,508.98285,613.8851,562.97375
BCS0018,M18,38565,509.19525,614.72595,559.9048
BCS0018,M18,38596,508.58664,610.31775,551.5642
BCS0018,M18,38626,509.62793,616.4257,553.83777
BCS0018,M18,38657,511.48227,627.7655,561.31287
BCS0018,M18,38687,505.61465,611.8235,545.4911
BCS0018,M18,38718,490.4684,608.8136,530.86237
BCS0018,M18,38749,494.70575,611.8329,536.8881
BCS0018,M18,38777,498.76288,619.4468,543.2986
BCS0018,M18,38808,488.19284,623.11615,536.7905
BCS0018,M18,38838,484.58737,625.47656,537.1147
BCS0018,M18,38869,487.53516,622.10864,544.2694
BCS0018,M18,38899,491.5504,625.3538,551.23914
BCS0018,M18,38930,462.31396,624.4903,529.8455
BCS0018,M18,38961,464.32825,643.8988,532.3745
BCS0018,M18,38991,466.11603,638.01746,538.80676
BCS0018,M18,39022,467.92853,632.2051,545.32043
BCS0018,M18,39052,469.19376,630.30383,549.75806
BCS0018,M18,39083,471.04663,629.5357,555.47473
BCS0018,M18,39114,472.9046,661.1164,555.95
BCS0018,M18,39142,471.6761,660.3395,559.8409
BCS0018,M18,39173,475.92023,666.9691,564.51013
BCS0018,M18,39203,478.3136,664.84485,570.2552
BCS0018,M18,39234,480.1291,675.10443,573.71533
BCS0018,M18,39264,480.75583,677.107,577.89856
BCS0018,M18,39295,484.26257,671.22095,583.2801
BCS0018,M18,39326,482.02496,680.97345,585.42584
BCS0018,M18,39356,488.87372,688.01404,590.80145
BCS0018,M18,39387,505.57983,669.96747,588.7724
BCS0018,M18,39417,504.89456,682.28906,591.16205
BCS0018,M18,39448,507.0144,693.6903,593.4928
BCS0018,M18,39479,509.1341,705.0906,595.8235
BCS0018,M18,39508,511.89578,714.7337,597.8621
BCS0018,M18,39539,489.4889,699.9902,611.34955
BCS0018,M18,39569,491.23355,703.7185,615.15106
BCS0018,M18,39600,491.0822,704.86194,619.0402
BCS0018,M18,39630,494.2254,709.0908,620.46204
BCS0018,M18,39661,494.62976,710.9262,624.2564
BCS0018,M18,39692,504.92493,722.1483,622.8621
BCS0018,M18,39722,507.11804,725.65674,625.65796
BCS0018,M18,39753,498.0261,718.134,633.36176
BCS0018,M18,39783,503.81592,725.05585,634.2708
BCS0018,M18,39814,510.16736,732.2569,633.97064
BCS0018,M18,39845,508.22675,731.55493,638.00793
BCS0018,M18,39873,505.1072,730.0789,643.89307
BCS0018,M18,39904,497.7402,723.55804,645.39624
BCS0018,M18,39934,501.66315,726.5553,644.1165
BCS0018,M18,39965,497.21948,721.7227,645.68085
BCS0018,M18,39995,490.9522,712.0893,641.9585
BCS0018,M18,40026,480.90265,698.9665,641.87933
BCS0018,M18,40057,468.4557,683.17755,643.1846
BCS0018,M18,40087,456.19345,666.296,641.4195
BCS0018,M18,40118,430.38525,642.8571,629.5753
BCS0018,M18,40148,414.423,623.82654,625.65106
BCS0018,M18,40179,402.85706,609.26807,623.46155
BCS0018,M18,40210,385.7631,590.3717,617.242
BCS0018,M18,40238,372.3385,573.3601,614.79
BCS0018,M18,40269,363.2024,559.2829,616.0351
BCS0018,M18,40299,347.65363,540.58997,612.3384
BCS0018,M18,40330,335.36673,525.8796,609.1876
BCS0018,M18,40360,321.6372,508.81546,606.01843
BCS0018,M18,40391,307.9269,490.3012,605.0713
BCS0018,M18,40422,306.71576,488.51013,602.32416
BCS0018,M18,40452,303.34613,485.30066,597.3878
BCS0018,M18,40483,304.58456,486.67014,593.52344
BCS0018,M18,40513,302.73523,484.93915,589.80273
BCS0018,M18,40544,303.92758,486.25583,585.9447
BCS0018,M18,40575,305.0995,487.5208,582.9173
BCS0018,M18,40603,312.54312,495.0477,580.8428
BCS0018,M18,40634,315.25577,497.84302,578.20044
BCS0018,M18,40664,308.8047,491.5727,572.4938
BCS0018,M18,40695,306.89478,489.77655,568.6959
BCS0018,M18,40725,305.0658,488.09726,564.14453
BCS0018,M18,40756,303.22287,486.4062,559.5101
BCS0018,M18,40787,305.9356,489.20157,556.868
BCS0018,M18,40817,306.82776,491.5392,548.6878
BCS0018,M18,40848,304.45435,490.97272,539.2328
BCS0018,M18,40878,303.30298,492.8622,524.959
BCS0018,M18,40909,303.6562,495.9846,512.4736
BCS0018,M18,40940,303.84747,499.75055,496.47665
BCS0018,M18,40969,300.0772,497.14423,488.5985
BCS0018,M18,41000,307.23532,510.39542,465.74005
BCS0018,M18,41030,296.46973,498.3226,464.47806
BCS0018,M18,41061,292.7918,496.71158,453.09784
BCS0018,M18,41091,299.82928,508.9863,433.4962
BCS0018,M18,41122,295.84073,507.06152,421.6162
BCS0018,M18,41153,293.4069,506.38947,411.8751
BCS0018,M18,41183,292.23315,508.23984,397.49533
BCS0018,M18,41214,293.97974,513.25903,383.63803
BCS0018,M18,41244,291.80762,512.6964,377.54428
BCS0018,M18,41275,288.79327,510.6161,372.67627
BCS0018,M18,41306,294.05905,517.37146,378.84866
BCS0018,M18,41334,298.27185,522.95325,381.57892
BCS0018,M18,41365,299.41766,525.48425,382.22385
BCS0018,M18,41395,294.41367,520.74426,378.8193
BCS0018,M18,41426,288.35782,515.58374,371.91373
BCS0018,M18,41456,288.14594,516.26917,371.42154
BCS0018,M18,41487,283.0827,513.17255,361.79245
BCS0018,M18,41518,281.5645,512.88116,360.32132
BCS0018,M18,41548,279.9132,512.8085,359.0236
BCS0018,M18,41579,280.1634,514.0001,360.4014
BCS0018,M18,41609,282.19775,516.6677,364.6352
BCS0018,M18,41640,284.06766,519.5684,369.02847
BCS0018,M18,41671,284.31787,520.7602,370.40634
BCS0018,M18,41699,281.81366,519.93146,367.6978
BCS0018,M18,41730,280.29544,519.6401,366.22675
BCS0018,M18,41760,283.21393,523.0492,371.8849
BCS0018,M18,41791,287.64914,529.02234,378.6017
BCS0018,M18,41821,282.6971,524.90985,373.38956
BCS0018,M18,41852,283.68283,527.069,376.3584
BCS0018,M18,41883,284.06766,528.5293,377.64746
BCS0018,M18,41913,290.07904,537.60724,383.34213
BCS0018,M18,41944,288.0031,536.2037,382.23877
BCS0018,M18,41974,292.74838,543.2561,386.6921
BCS0018,M18,42005,293.2986,545.5688,387.9405
BCS0018,M18,42036,281.70108,532.3287,379.0634
BCS0018,M18,42064,279.02557,530.63586,376.3994
BCS0023,P21,27546,5.03846,4.1831217,3.8911417
BCS0023,P21,27576,285.3956,36.177143,71.31621
BCS0023,P21,27607,227.3747,23.23727,84.68617
BCS0023,P21,27638,393.02228,45.941612,42.71796
BCS0023,P21,27668,435.55646,0.0,101.24179
BCS0023,P21,27699,376.2091,40.71139,48.372356
BCS0023,P21,27729,283.97235,36.592564,68.47516
BCS0023,P21,27760,212.23273,21.939606,79.183716
BCS0023,P21,27791,188.11761,19.872952,70.4205
BCS0023,P21,27820,5.03846,4.1831217,3.8911417
BCS0023,P21,27851,5.03846,4.1831217,3.8911417
BCS0023,P21,27881,5.03846,4.1831217,3.8911417
BCS0023,P21,27912,5.03846,4.1831217,3.8911417
BCS0023,P21,27942,5.03846,4.1831217,3.8911417
BCS0023,P21,27973,5.03846,4.1831217,3.8911417
BCS0023,P21,28004,52.98104,8.291786,21.313053
BCS0023,P21,28034,33.691063,6.638641,14.303246
BCS0023,P21,28065,50.659286,8.092813,20.469349
BCS0023,P21,28095,5.03846,4.1831217,3.8911417
BCS0023,P21,28126,5.03846,4.1831217,3.8911417
BCS0023,P21,28157,5.03846,4.1831217,3.8911417
BCS0023,P21,28185,5.03846,4.1831217,3.8911417
BCS0023,P21,28216,5.03846,4.1831217,3.8911417
BCS0023,P21,28246,5.03846,4.1831217,3.8911417
BCS0023,P21,28277,5.03846,4.1831217,3.8911417
BCS0023,P21,28307,5.03846,4.1831217,3.8911417
BCS0023,P21,28338,5.03846,4.1831217,3.8911417
BCS0023,P21,28369,5.03846,4.1831217,3.8911417
BCS0023,P21,28399,5.03846,4.1831217,3.8911417
BCS0023,P21,28430,5.03846,4.1831217,3.8911417
BCS0023,P21,28460,5.03846,4.1831217,3.8911417
BCS0023,P21,28491,5.03846,4.1831217,3.8911417
BCS0023,P21,28522,5.03846,4.1831217,3.8911417
BCS0023,P21,28550,5.03846,4.1831217,3.8911417
BCS0023,P21,28581,5.03846,4.1831217,3.8911417
BCS0023,P21,28611,5.03846,4.1831217,3.8911417
BCS0023,P21,28642,5.03846,4.1831217,3.8911417
BCS0023,P21,28672,5.03846,4.1831217,3.8911417
BCS0023,P21,28703,5.03846,4.1831217,3.8911417
BCS0023,P21,28734,5.03846,4.1831217,3.8911417
BCS0023,P21,28764,5.03846,4.1831217,3.8911417
BCS0023,P21,28795,5.03846,4.1831217,3.8911417
BCS0023,P21,28825,5.03846,4.1831217,3.8911417
BCS0023,P21,28856,5.03846,4.1831217,3.8911417
BCS0023,P21,28887,5.03846,4.1831217,3.8911417
BCS0023,P21,28915,5.03846,4.1831217,3.8911417
BCS0023,P21,28946,5.03846,4.1831217,3.8911417
BCS0023,P21,28976,5.03846,4.1831217,3.8911417
BCS0023,P21,29007,5.03846,4.1831217,3.8911417
BCS0023,P21,29037,5.03846,4.1831217,3.8911417
BCS0023,P21,29068,5.03846,4.1831217,3.8911417
BCS0023,P21,29099,5.03846,4.1831217,3.8911417
BCS0023,P21,29129,5.03846,4.1831217,3.8911417
BCS0023,P21,29160,5.03846,4.1831217,3.8911417
BCS0023,P21,29190,5.03846,4.1831217,3.8911417
BCS0023,P21,29221,5.03846,4.1831217,3.8911417
BCS0023,P21,29252,5.03846,4.1831217,3.8911417
BCS0023,P21,29281,5.03846,4.1831217,3.8911417
BCS0023,P21,29312,5.03846,4.1831217,3.8911417
BCS0023,P21,29342,5.03846,4.1831217,3.8911417
BCS0023,P21,29373,5.03846,4.1831217,3.8911417
BCS0023,P21,29403,5.03846,4.1831217,3.8911417
BCS0023,P21,29434,5.03846,4.1831217,3.8911417
BCS0023,P21,29465,5.03846,4.1831217,3.8911417
BCS0023,P21,29495,5.03846,4.1831217,3.8911417
BCS0023,P21,29526,5.03846,4.1831217,3.8911417
BCS0023,P21,29556,5.03846,4.1831217,3.8911417
BCS0023,P21,29587,5.03846,4.1831217,3.8911417
BCS0023,P21,29618,5.03846,4.1831217,3.8911417
BCS0023,P21,29646,5.03846,4.1831217,3.8911417
BCS0023,P21,29677,5.03846,4.1831217,3.8911417
BCS0023,P21,29707,5.03846,4.1831217,3.8911417
BCS0023,P21,29738,5.03846,4.1831217,3.8911417
BCS0023,P21,29768,5.03846,4.1831217,3.8911417
BCS0023,P21,29799,5.03846,4.1831217,3.8911417
BCS0023,P21,29830,5.03846,4.1831217,3.8911417
BCS0023,P21,29860,5.03846,4.1831217,3.8911417
BCS0023,P21,29891,5.03846,4.1831217,3.8911417
BCS0023,P21,29921,5.03846,4.1831217,3.8911417
BCS0023,P21,29952,5.03846,4.1831217,3.8911417
BCS0023,P21,29983,5.03846,4.1831217,3.8911417
BCS0023,P21,30011,5.03846,4.1831217,3.8911417
BCS0023,P21,30042,5.03846,4.1831217,3.8911417
BCS0023,P21,30072,5.03846,4.1831217,3.8911417
BCS0023,P21,30103,5.03846,4.1831217,3.8911417
BCS0023,P21,30133,5.03846,4.1831217,3.8911417
BCS0023,P21,30164,5.03846,4.1831217,3.8911417
BCS0023,P21,30195,5.03846,4.1831217,3.8911417
BCS0023,P21,30225,288.50723,233.10315,77.981575
BCS0023,P21,30256,170.96793,0.0,9.536123
BCS0023,P21,30286,187.77448,55.78276,27.457106
BCS0023,P21,30317,142.0864,0.0,2.1211908
BCS0023,P21,30348,5.03846,4.1831217,3.8911417
BCS0023,P21,30376,161.6767,0.0,44.149
BCS0023,P21,30407,137.04257,0.0,29.536871
BCS0023,P21,30437,5.03846,4.1831217,3.8911417
BCS0023,P21,30468,138.36188,0.0,49.143013
BCS0023,P21,30498,157.8465,0.0,60.979866
BCS0023,P21,30529,153.7781,0.0,62.85459
BCS0023,P21,30560,298.42883,0.0,93.00876
BCS0023,P21,30590,5.03846,4.1831217,3.8911417
BCS0023,P21,30621,647.6606,317.33505,167.41345
BCS0023,P21,30651,799.9762,394.05707,191.90253
BCS0023,P21,30682,584.4266,298.7207,163.06607
BCS0023,P21,30713,294.73605,0.0,110.6774
BCS0023,P21,30742,312.30307,0.0,122.42175
BCS0023,P21,30773,286.9423,0.0,119.816605
BCS0023,P21,30803,283.396,0.0,125.534966
BCS0023,P21,30834,298.82104,0.0,137.55322
BCS0023,P21,30864,230.9542,0.0,122.55569
BCS0023,P21,30895,203.35162,0.0,136.20967
BCS0023,P21,30926,193.37964,0.0,114.29383
BCS0023,P21,30956,249.44229,0.0,145.69672
BCS0023,P21,30987,209.93823,0.0,135.00313
BCS0023,P21,31017,220.78564,0.0,143.55083
BCS0023,P21,31048,213.54211,0.0,117.39659
BCS0023,P21,31079,213.95706,0.0,147.07414
BCS0023,P21,31107,210.12982,0.0,140.80225
BCS0023,P21,31138,216.499,0.0,143.43362
BCS0023,P21,31168,265.57312,0.0,179.5213
BCS0023,P21,31199,5.03846,4.1831217,3.8911417
BCS0023,P21,31229,5.03846,4.1831217,3.8911417
BCS0023,P21,31260,264.92276,0.0,172.23424
BCS0023,P21,31291,245.60956,18.33522,100.36717
BCS0023,P21,31321,241.90417,14.254533,137.60905
BCS0023,P21,31352,313.5011,20.285294,188.56627
BCS0023,P21,31382,297.46478,27.988022,166.20827
BCS0023,P21,31413,335.38837,3.3590555,194.74821
BCS0023,P21,31444,5.03846,4.1831217,3.8911417
BCS0023,P21,31472,258.87466,237.94676,95.69676
BCS0023,P21,31503,158.85187,589.1403,153.49034
BCS0023,P21,31533,295.2342,47.562607,137.72707
BCS0023,P21,31564,9.355906,38.040447,0.0
BCS0023,P21,31594,420.66748,0.0,160.34009
BCS0023,P21,31625,338.17322,0.0,111.354706
BCS0023,P21,31656,343.92334,0.0,101.430626
BCS0023,P21,31686,335.92728,0.0,118.44449
BCS0023,P21,31717,338.3089,0.0,100.05032
BCS0023,P21,31747,321.24008,0.0,142.30405
BCS0023,P21,31778,423.26703,177.59497,180.83931
BCS0023,P21,31809,447.60785,193.88347,186.31053
BCS0023,P21,31837,2.8671727,94.644455,0.0
BCS0023,P21,31868,593.72266,10.694974,173.37349
BCS0023,P21,31898,516.4885,121.00084,169.12888
BCS0023,P21,31929,321.20465,12.218339,111.92558
BCS0023,P21,31959,438.35608,186.1577,193.40918
BCS0023,P21,31990,315.29028,0.0,108.24942
BCS0023,P21,32021,263.46497,0.0,153.67487
BCS0023,P21,32051,229.48566,0.0,143.68585
BCS0023,P21,32082,275.29184,0.0,145.5859
BCS0023,P21,32112,218.28168,0.0,142.59933
BCS0023,P21,32143,263.91483,0.0,138.4638
BCS0023,P21,32174,260.78256,0.0,129.86034
BCS0023,P21,32203,248.23996,0.0,136.48349
BCS0023,P21,32234,244.39377,0.0,129.4338
BCS0023,P21,32264,238.97437,0.0,130.13615
BCS0023,P21,32295,237.98401,0.0,129.19894
BCS0023,P21,32325,241.71152,0.0,125.40162
BCS0023,P21,32356,245.58768,1.0396585,122.233055
BCS0023,P21,32387,380.62305,295.99704,155.7124
BCS0023,P21,32417,391.46545,303.7157,159.17227
BCS0023,P21,32448,909.22253,251.48302,204.5503
BCS0023,P21,32478,737.44275,374.6448,185.39833
BCS0023,P21,32509,604.73773,441.53384,136.07343
BCS0023,P21,32540,677.28406,473.2652,74.09152
BCS0023,P21,32568,594.3064,599.84247,98.94999
BCS0023,P21,32599,583.95557,631.1907,92.90014
BCS0023,P21,32629,592.01263,718.8155,97.23897
BCS0023,P21,32660,669.8606,776.85675,56.062176
BCS0023,P21,32690,691.8989,612.42426,99.09738
BCS0023,P21,32721,606.01605,759.6555,88.87196
BCS0023,P21,32752,604.662,732.46796,96.26634
BCS0023,P21,32782,794.65314,930.1045,172.4624
BCS0023,P21,32813,721.6005,883.76416,216.00134
BCS0023,P21,32843,533.4097,542.8897,54.39272
BCS0023,P21,32874,525.82117,555.25574,64.19374
BCS0023,P21,32905,511.2897,517.31226,60.125996
BCS0023,P21,32933,739.4133,1032.1506,338.14725
BCS0023,P21,32964,545.6687,650.49976,146.28548
BCS0023,P21,32994,688.8478,1070.3826,465.08682
BCS0023,P21,33025,588.92267,1004.90234,429.07556
BCS0023,P21,33055,635.95355,1097.366,527.84686
BCS0023,P21,33086,680.3014,1122.2756,378.58478
BCS0023,P21,33117,684.60535,1146.7051,352.845
BCS0023,P21,33147,517.9715,466.03818,222.97704
BCS0023,P21,33178,527.08746,337.76126,177.94414
BCS0023,P21,33208,494.56796,223.787,240.52544
BCS0023,P21,33239,509.42053,113.353516,202.32199
BCS0023,P21,33270,486.62604,48.02707,226.50572
BCS0023,P21,33298,463.5839,35.87657,268.7548
BCS0023,P21,33329,550.8908,0.0,172.26111
BCS0023,P21,33359,502.21954,0.0,247.15134
BCS0023,P21,33390,485.57465,0.0,317.83798
BCS0023,P21,33420,533.852,22.360962,367.01285
BCS0023,P21,33451,542.3581,0.0,320.13608
BCS0023,P21,33482,705.73645,627.0861,0.0
BCS0023,P21,33512,523.2455,0.0,278.49313
BCS0023,P21,33543,546.83466,0.0,246.47562
BCS0023,P21,33573,543.10693,0.0,242.01912
BCS0023,P21,33604,570.3197,0.0,238.88297
BCS0023,P21,33635,564.04926,39.875195,236.39774
BCS0023,P21,33664,570.454,1170.4467,205.80225
BCS0023,P21,33695,556.2875,0.0,223.27081
BCS0023,P21,33725,545.94916,0.0,219.51894
BCS0023,P21,33756,531.81396,0.0,216.30121
BCS0023,P21,33786,517.3406,0.0,210.30048
BCS0023,P21,33817,512.39795,0.0,200.04584
BCS0023,P21,33848,517.4384,0.0,197.21526
BCS0023,P21,33878,507.6137,0.0,187.52373
BCS0023,P21,33909,503.3488,0.0,172.88196
BCS0023,P21,33939,529.6535,0.0,190.4139
BCS0023,P21,33970,522.4998,0.0,155.89728
BCS0023,P21,34001,529.40906,15.715047,70.87682
BCS0023,P21,34029,311.46826,1325.0247,163.0831
BCS0023,P21,34060,425.78445,1596.2617,168.17424
BCS0023,P21,34090,333.96738,1866.2417,141.89871
BCS0023,P21,34121,263.5568,1889.2637,99.16611
BCS0023,P21,34151,308.0425,1945.4534,142.53598
BCS0023,P21,34182,340.2008,1907.5576,137.73143
BCS0023,P21,34213,319.5512,1940.4316,127.94477
BCS0023,P21,34243,216.41083,1960.9827,95.21986
BCS0023,P21,34274,171.89651,2049.7827,168.27158
BCS0023,P21,34304,174.73755,2044.3257,156.57323
BCS0023,P21,34335,177.88742,2035.5376,162.56314
BCS0023,P21,34366,179.99976,2026.0822,198.82648
BCS0023,P21,34394,455.68402,1814.3802,126.46745
BCS0023,P21,34425,457.3613,1934.1335,130.71086
BCS0023,P21,34455,190.2981,1960.9764,141.6663
BCS0023,P21,34486,191.76721,1937.0527,162.90965
BCS0023,P21,34516,196.686,1936.0625,260.19864
BCS0023,P21,34547,477.55322,684.801,215.09323
BCS0023,P21,34578,886.135,415.45776,118.82262
BCS0023,P21,34608,661.80225,289.47388,106.12462
BCS0023,P21,34639,600.62683,253.45015,107.59626
BCS0023,P21,34669,640.6786,245.92845,102.46799
BCS0023,P21,34700,639.9684,245.57028,105.7218
BCS0023,P21,34731,661.85077,253.12257,104.97712
BCS0023,P21,34759,678.07385,248.4909,105.66177
BCS0023,P21,34790,690.9436,242.83958,106.592514
BCS0023,P21,34820,707.9744,240.98914,107.18451
BCS0023,P21,34851,699.9926,237.01083,107.407196
BCS0023,P21,34881,716.3202,283.17114,103.40812
BCS0023,P21,34912,739.09143,342.61063,97.888916
BCS0023,P21,34943,726.27216,331.69794,96.60955
BCS0023,P21,34973,902.6489,573.2688,78.72727
BCS0023,P21,35004,1041.916,379.66263,39.19212
BCS0023,P21,35034,1042.6453,375.7824,33.166306
BCS0023,P21,35065,0.0,0.0,0.0
BCS0023,P21,35096,0.0,0.0,0.0
BCS0023,P21,35125,0.0,0.0,0.0
BCS0023,P21,35156,0.0,0.0,0.0
BCS0023,P21,35186,0.0,0.0,0.0
BCS0023,P21,35217,0.0,0.0,0.0
BCS0023,P21,35247,0.0,0.0,0.0
BCS0023,P21,35278,0.0,0.0,0.0
BCS0023,P21,35309,0.0,0.0,0.0
BCS0023,P21,35339,0.0,0.0,0.0
BCS0023,P21,35370,0.0,0.0,0.0
BCS0023,P21,35400,0.0,0.0,0.0
BCS0023,P21,35431,0.0,0.0,0.0
BCS0023,P21,35462,0.0,0.0,0.0
BCS0023,P21,35490,0.0,0.0,0.0
BCS0023,P21,35521,0.0,0.0,0.0
BCS0023,P21,35551,0.0,0.0,0.0
BCS0023,P21,35582,0.0,0.0,0.0
BCS0023,P21,35612,0.0,0.0,0.0
BCS0023,P21,35643,1.38958,0.0,0.0
BCS0023,P21,35674,4.6706324,2.882417,0.0
BCS0023,P21,35704,8.354523,5.662608,0.0
BCS0023,P21,35735,9.375558,2.969367,0.0
BCS0023,P21,35765,5.488565,0.0,0.0
BCS0023,P21,35796,10.185156,4.4584656,0.0
BCS0023,P21,35827,14.154539,12.449614,0.0
BCS0023,P21,35855,20.95932,10.843802,0.0
BCS0023,P21,35886,27.877495,9.21017,0.0
BCS0023,P21,35916,33.320988,7.9225435,0.0
BCS0023,P21,35947,40.239323,6.2889185,0.0
BCS0023,P21,35977,45.682545,5.0015574,0.0
BCS0023,P21,36008,52.60087,3.3678179,0.0
BCS0023,P21,36039,58.081802,2.071229,0.0
BCS0023,P21,36069,61.908783,6.479165,0.0
BCS0023,P21,36100,63.05213,20.468918,0.0
BCS0023,P21,36130,64.18735,34.36291,0.0
BCS0023,P21,36161,65.33057,48.35164,0.0
BCS0023,P21,36192,66.473854,62.340736,0.0
BCS0023,P21,36220,67.59293,76.04431,0.0
BCS0023,P21,36251,68.4385,86.35472,0.0
BCS0023,P21,36281,483.9756,787.7499,147.81305
BCS0023,P21,36312,408.0807,1066.04,74.851555
BCS0023,P21,36342,333.77463,1008.61426,34.69353
BCS0023,P21,36373,422.41144,704.74176,104.678764
BCS0023,P21,36404,210.86008,1092.1038,95.33122
BCS0023,P21,36434,222.25565,1996.3176,137.33002
BCS0023,P21,36465,187.72421,1639.0184,145.14868
BCS0023,P21,36495,219.30734,1881.3855,134.51906
BCS0023,P21,36526,21.22715,2452.171,65.51171
BCS0023,P21,36557,62.163246,2160.3257,31.31996
BCS0023,P21,36586,206.3013,1654.5461,130.33624
BCS0023,P21,36617,225.45264,1595.5896,115.592354
BCS0023,P21,36647,218.86255,1375.2859,100.9552
BCS0023,P21,36678,262.49155,1276.6182,81.01123
BCS0023,P21,36708,249.93588,1391.811,101.00406
BCS0023,P21,36739,200.47131,1406.5981,137.06903
BCS0023,P21,36770,187.57199,1334.8241,139.12762
BCS0023,P21,36800,291.17758,579.0676,86.29844
BCS0023,P21,36831,374.1273,494.46875,91.09597
BCS0023,P21,36861,333.8247,586.51874,66.67804
BCS0023,P21,36892,314.9294,630.0142,68.10921
BCS0023,P21,36923,280.35236,619.7205,73.17975
BCS0023,P21,36951,318.45383,601.09265,72.77141
BCS0023,P21,36982,289.2079,603.6381,74.01288
BCS0023,P21,37012,310.68182,597.6681,76.627045
BCS0023,P21,37043,296.13992,566.87366,78.09976
BCS0023,P21,37073,298.6529,562.179,79.79608
BCS0023,P21,37104,293.9745,586.1262,78.72677
BCS0023,P21,37135,291.8023,577.5959,78.89626
BCS0023,P21,37165,287.9886,567.6841,79.15003
BCS0023,P21,37196,26.987627,153.19786,0.0
BCS0023,P21,37226,101.25701,688.0757,72.480446
BCS0023,P21,37257,101.91488,759.36127,29.431768
BCS0023,P21,37288,101.684944,689.0127,66.25766
BCS0023,P21,37316,96.66404,618.9007,67.861565
BCS0023,P21,37347,517.02094,782.67206,151.35306
BCS0023,P21,37377,494.46954,771.1717,146.1305
BCS0023,P21,37408,1079.5204,649.05896,51.06864
BCS0023,P21,37438,1081.2523,651.68146,61.091434
BCS0023,P21,37469,685.60095,834.76447,155.96347
BCS0023,P21,37500,723.1758,808.0195,131.68785
BCS0023,P21,37530,772.9152,767.4418,96.034195
BCS0023,P21,37561,689.3726,804.6958,145.80943
BCS0023,P21,37591,545.1122,783.1284,170.75522
BCS0023,P21,37622,59.21313,382.38495,43.986645
BCS0023,P21,37653,732.78217,768.2033,116.50225
BCS0023,P21,37681,495.22903,757.15405,161.5436
